path	kind	size	lines	ext	issues	sha
app/src/main/java/com/vectras/vm/rafaelia/RafaeliaReportStorage.kt	text	644	23	.kt	-	-
app/src/main/java/com/vectras/vm/rafaelia/RafaeliaSalmoCore.java	text	1802	59	.java	-	-
app/src/main/java/com/vectras/vm/rafaelia/RafaeliaSettings.kt	text	4145	112	.kt	-	-
app/src/main/java/com/vectras/vm/settings/ExternalVNCSettingsActivity.java	text	4758	120	.java	missing-final-newline	-
app/src/main/java/com/vectras/vm/settings/ImportExportSettingsActivity.java	text	2047	43	.java	missing-final-newline	-
app/src/main/java/com/vectras/vm/settings/LanguageModulesActivity.kt	text	6638	183	.kt	-	-
app/src/main/java/com/vectras/vm/settings/ThemeActivity.java	text	4093	113	.java	missing-final-newline	-
app/src/main/java/com/vectras/vm/settings/UpdaterActivity.java	text	7354	162	.java	missing-final-newline	-
app/src/main/java/com/vectras/vm/settings/VNCSettingsActivity.java	text	2815	72	.java	missing-final-newline	-
app/src/main/java/com/vectras/vm/settings/X11DisplaySettingsActivity.java	text	3471	85	.java	missing-final-newline	-
app/src/main/java/com/vectras/vm/setupwizard/BootstrapAbiMapper.java	text	2835	82	.java	-	-
app/src/main/java/com/vectras/vm/setupwizard/BootstrapUrlNormalizer.java	text	503	21	.java	-	-
app/src/main/java/com/vectras/vm/setupwizard/SetupFeatureCore.java	text	52866	1270	.java	-	-
app/src/main/java/com/vectras/vm/setupwizard/SetupFeatureCoreKtBridge.kt	text	585	24	.kt	-	-
app/src/main/java/com/vectras/vm/setupwizard/SetupStateValidator.java	text	2758	91	.java	-	-
app/src/main/java/com/vectras/vm/setupwizard/SetupWizard2Activity.java	text	88493	1811	.java	-	-
app/src/main/java/com/vectras/vm/telemetry/LocalTelemetrySink.java	text	7202	203	.java	-	-
app/src/main/java/com/vectras/vm/telemetry/TelemetryClock.java	text	1084	38	.java	-	-
app/src/main/java/com/vectras/vm/telemetry/TelemetryHub.java	text	556	23	.java	-	-
app/src/main/java/com/vectras/vm/telemetry/TelemetryRecord.java	text	1488	45	.java	-	-
app/src/main/java/com/vectras/vm/telemetry/TelemetrySchema.java	text	2612	74	.java	-	-
app/src/main/java/com/vectras/vm/telemetry/TelemetrySink.java	text	185	9	.java	-	-
app/src/main/java/com/vectras/vm/tools/ProfessionalToolsActivity.java	text	52929	1045	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/utils/AppUpdater.java	text	2619	85	.java	CRLF,trailing-whitespace	-
app/src/main/java/com/vectras/vm/utils/ClipboardUltils.java	text	704	20	.java	-	-
app/src/main/java/com/vectras/vm/utils/CommandUtils.java	text	5659	136	.java	-	-
app/src/main/java/com/vectras/vm/utils/DeviceUtils.java	text	3591	101	.java	-	-
app/src/main/java/com/vectras/vm/utils/DialogUtils.java	text	15756	384	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/utils/FileUtils.java	text	32237	1127	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/utils/ImageUtils.java	text	1810	57	.java	-	-
app/src/main/java/com/vectras/vm/utils/JSONUtils.java	text	778	29	.java	-	-
app/src/main/java/com/vectras/vm/utils/LibraryChecker.java	text	16334	378	.java	-	-
app/src/main/java/com/vectras/vm/utils/ListUtils.java	text	21134	453	.java	-	-
app/src/main/java/com/vectras/vm/utils/NetworkUtils.java	text	2564	71	.java	-	-
app/src/main/java/com/vectras/vm/utils/NotificationUtils.java	text	7364	171	.java	-	-
app/src/main/java/com/vectras/vm/utils/NumberUtils.java	text	230	10	.java	-	-
app/src/main/java/com/vectras/vm/utils/PackageUtils.java	text	1640	52	.java	-	-
app/src/main/java/com/vectras/vm/utils/PermissionUtils.java	text	5160	133	.java	-	-
app/src/main/java/com/vectras/vm/utils/SafeFileName.java	text	2510	70	.java	-	-
app/src/main/java/com/vectras/vm/utils/ServiceUtils.java	text	649	18	.java	-	-
app/src/main/java/com/vectras/vm/utils/SimpleAnimations.java	text	1212	35	.java	-	-
app/src/main/java/com/vectras/vm/utils/SimulateKeyEvent.java	text	2536	59	.java	-	-
app/src/main/java/com/vectras/vm/utils/TarUtils.java	text	5627	163	.java	missing-final-newline	-
app/src/main/java/com/vectras/vm/utils/TextUtils.java	text	2001	69	.java	-	-
app/src/main/java/com/vectras/vm/utils/UIUtils.java	text	23052	550	.java	CRLF	-
app/src/main/java/com/vectras/vm/utils/ZipUtils.java	text	15794	431	.java	-	-
app/src/main/java/com/vectras/vm/vectra/VectraCore.kt	text	42301	1244	.kt	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/vectra/VectraDeterministicContainer.kt	text	8300	239	.kt	-	-
app/src/main/java/com/vectras/vm/view/GithubUserView.java	text	5580	153	.java	-	-
app/src/main/java/com/vectras/vm/widgets/JoystickView.java	text	27314	873	.java	CRLF,missing-final-newline	-
app/src/main/java/com/vectras/vm/widgets/RadioGroupPlus.java	text	12035	369	.java	CRLF	-
app/src/main/java/com/vectras/vm/x11/CmdEntryPoint.java	text	10389	242	.java	-	-
app/src/main/java/com/vectras/vm/x11/LoriePreferences.java	text	32517	629	.java	-	-
app/src/main/java/com/vectras/vm/x11/LorieView.java	text	10967	293	.java	-	-
app/src/main/java/com/vectras/vm/x11/X11Activity.java	text	68299	1496	.java	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/java/com/vectras/vm/x11/input/InputEventSender.java	text	9671	216	.java	trailing-whitespace	-
app/src/main/java/com/vectras/vm/x11/input/InputStrategyInterface.java	text	10628	235	.java	-	-
app/src/main/java/com/vectras/vm/x11/input/InputStub.java	text	1717	44	.java	-	-
app/src/main/java/com/vectras/vm/x11/input/RenderData.java	text	1658	56	.java	-	-
app/src/main/java/com/vectras/vm/x11/input/SwipeDetector.java	text	5160	126	.java	-	-
app/src/main/java/com/vectras/vm/x11/input/TapGestureDetector.java	text	7799	214	.java	-	-
app/src/main/java/com/vectras/vm/x11/input/TouchInputHandler.java	text	33648	778	.java	-	-
app/src/main/java/com/vectras/vm/x11/utils/FullscreenWorkaround.java	text	2695	65	.java	missing-final-newline	-
app/src/main/java/com/vectras/vm/x11/utils/KeyInterceptor.java	text	1988	64	.java	-	-
app/src/main/java/com/vectras/vm/x11/utils/SamsungDexUtils.java	text	2173	55	.java	-	-
app/src/main/java/com/vectras/vm/x11/utils/TermuxX11ExtraKeys.java	text	10661	236	.java	-	-
app/src/main/java/com/vectras/vm/x11/utils/X11ToolbarViewPager.java	text	5618	140	.java	-	-
app/src/main/java/com/vectras/vterm/Terminal.java	text	27164	578	.java	-	-
app/src/main/java/com/vectras/vterm/TerminalBottomSheetDialog.java	text	13400	308	.java	CRLF	-
app/src/main/java/com/vectras/vterm/view/ZoomableTextView.java	text	2621	75	.java	CRLF	-
app/src/main/jniLibs/arm64-v8a/libXlorie.so	binary	3394328	0	.so	-	-
app/src/main/jniLibs/armeabi-v7a/libXlorie.so	binary	2350932	0	.so	-	-
app/src/main/jniLibs/x86/libXlorie.so	binary	3643988	0	.so	-	-
app/src/main/jniLibs/x86_64/libXlorie.so	binary	3413616	0	.so	-	-
app/src/main/play_store_512.png	binary	17558	0	.png	-	-
app/src/main/play_store_feature_graphic.png	binary	38855	0	.png	-	-
app/src/main/res/animator/dialog_in.xml	text	348	13	.xml	CRLF	-
app/src/main/res/animator/dialog_out.xml	text	348	13	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/access_point_network_off.xml	text	1219	11	.xml	CRLF,missing-final-newline	-
app/src/main/res/drawable-anydpi-v26/controls_button.xml	text	1781	49	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/current_session.xml	text	183	4	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/current_session_black.xml	text	183	4	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/ic_service_notification.xml	text	692	24	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/round_build_24.xml	text	623	10	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/round_edit_24.xml	text	583	10	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/round_file_download_24.xml	text	585	10	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/round_logout_24.xml	text	768	14	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/round_menu_24.xml	text	577	10	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/round_settings_24.xml	text	1216	10	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/round_shop_24.xml	text	626	10	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/session_ripple.xml	text	250	7	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/session_ripple_black.xml	text	260	7	.xml	CRLF	-
app/src/main/res/drawable-anydpi-v26/terminal_scroll_shape.xml	text	512	22	.xml	CRLF,trailing-whitespace,missing-final-newline	-
app/src/main/res/drawable-xhdpi/android.png	binary	93878	0	.png	-	-
app/src/main/res/drawable-xhdpi/cqcm48.png	binary	1343	0	.png	-	-
app/src/main/res/drawable-xhdpi/gbp.png	binary	7243	0	.png	-	-
app/src/main/res/drawable-xhdpi/ic_vectras_vm_48.png	binary	818	0	.png	-	-
app/src/main/res/drawable-xhdpi/linux.png	binary	70111	0	.png	-	-
app/src/main/res/drawable-xhdpi/macos.png	binary	95010	0	.png	-	-
app/src/main/res/drawable-xhdpi/nbablab.png	binary	2735	0	.png	-	-
app/src/main/res/drawable-xhdpi/patreon200.png	binary	41443	0	.png	-	-
app/src/main/res/drawable-xhdpi/patreon_outline_225.png	binary	9339	0	.png	-	-
app/src/main/res/drawable-xhdpi/telegram200.png	binary	3772	0	.png	-	-
app/src/main/res/drawable-xhdpi/vectrasvm200.png	binary	5418	0	.png	-	-
app/src/main/res/drawable-xhdpi/windows.png	binary	3502	0	.png	-	-
app/src/main/res/drawable/access_point_network_off.xml	text	1264	12	.xml	CRLF,missing-final-newline	-
app/src/main/res/drawable/account_circle_24px.xml	text	1522	10	.xml	-	-
app/src/main/res/drawable/activity_setup_wizard2.xml	text	2924	71	.xml	missing-final-newline	-
app/src/main/res/drawable/add_24px.xml	text	426	10	.xml	-	-
app/src/main/res/drawable/album_24px.xml	text	1176	10	.xml	-	-
app/src/main/res/drawable/android_wifi_3_bar_100px.xml	text	801	10	.xml	-	-
app/src/main/res/drawable/android_wifi_3_bar_alert_100px.xml	text	1019	10	.xml	-	-
app/src/main/res/drawable/apps_24px.xml	text	1698	10	.xml	-	-
app/src/main/res/drawable/arrow_back_24px.xml	text	434	11	.xml	-	-
app/src/main/res/drawable/arrow_back_rounded_24px.xml	text	686	11	.xml	-	-
app/src/main/res/drawable/arrow_cool_down_24px.xml	text	482	10	.xml	-	-
app/src/main/res/drawable/arrow_downward_24px.xml	text	402	10	.xml	-	-
app/src/main/res/drawable/arrow_forward_24px.xml	text	434	11	.xml	-	-
app/src/main/res/drawable/arrow_upward_24px.xml	text	402	10	.xml	-	-
app/src/main/res/drawable/arrow_warm_up_24px.xml	text	483	10	.xml	-	-
app/src/main/res/drawable/backgroud_round_dialog.xml	text	319	5	.xml	missing-final-newline	-
app/src/main/res/drawable/backgroud_round_edittext_50.xml	text	290	5	.xml	missing-final-newline	-
app/src/main/res/drawable/backgroud_round_only_left_25_black_50_style.xml	text	290	5	.xml	missing-final-newline	-
app/src/main/res/drawable/background1.xml	text	526	11	.xml	CRLF	-
app/src/main/res/drawable/backspace_24px.xml	text	992	11	.xml	-	-
app/src/main/res/drawable/broken_image_24px.xml	text	1013	10	.xml	-	-
app/src/main/res/drawable/build_24px.xml	text	1142	10	.xml	-	-
app/src/main/res/drawable/cast_24px.xml	text	1140	10	.xml	-	-
app/src/main/res/drawable/cast_warning_24px.xml	text	1502	10	.xml	-	-
app/src/main/res/drawable/check_24px.xml	text	378	10	.xml	-	-
app/src/main/res/drawable/cleaning_services_24px.xml	text	1125	10	.xml	-	-
app/src/main/res/drawable/close_24px.xml	text	426	10	.xml	-	-
app/src/main/res/drawable/close_fullscreen_24px.xml	text	917	10	.xml	-	-
app/src/main/res/drawable/cloud_off_96px.xml	text	1247	10	.xml	CRLF	-
app/src/main/res/drawable/computer.xml	text	888	10	.xml	CRLF	-
app/src/main/res/drawable/computer_180px.xml	text	872	10	.xml	-	-
app/src/main/res/drawable/content_copy_24px.xml	text	989	11	.xml	-	-
app/src/main/res/drawable/content_cut_24px.xml	text	1221	11	.xml	-	-
app/src/main/res/drawable/content_paste_24px.xml	text	931	10	.xml	-	-
app/src/main/res/drawable/controls_button.xml	text	1781	49	.xml	CRLF	-
app/src/main/res/drawable/controls_button1.xml	text	1774	49	.xml	CRLF	-
app/src/main/res/drawable/controls_button2.xml	text	654	18	.xml	CRLF	-
app/src/main/res/drawable/cursor.xml	text	396	10	.xml	CRLF	-
app/src/main/res/drawable/delete_24px.xml	text	800	10	.xml	CRLF	-
app/src/main/res/drawable/delete_forever_24px.xml	text	813	10	.xml	-	-
app/src/main/res/drawable/deployed_code_24px.xml	text	1033	10	.xml	-	-
app/src/main/res/drawable/desktop_24px.xml	text	896	10	.xml	-	-
app/src/main/res/drawable/desktop_windows_24px.xml	text	906	10	.xml	CRLF	-
app/src/main/res/drawable/devices_other_24px.xml	text	1837	11	.xml	-	-
app/src/main/res/drawable/dialog_shape_bottom_button.xml	text	522	14	.xml	missing-final-newline	-
app/src/main/res/drawable/dialog_shape_click_effect_button.xml	text	362	10	.xml	missing-final-newline	-
app/src/main/res/drawable/dialog_shape_middle_button.xml	text	357	10	.xml	missing-final-newline	-
app/src/main/res/drawable/dialog_shape_single_button.xml	text	358	10	.xml	missing-final-newline	-
app/src/main/res/drawable/dialog_shape_top_button.xml	text	522	14	.xml	missing-final-newline	-
app/src/main/res/drawable/disc_full_100px.xml	text	1321	10	.xml	-	-
app/src/main/res/drawable/docs_24px.xml	text	960	11	.xml	-	-
app/src/main/res/drawable/edit_24px.xml	text	645	10	.xml	-	-
app/src/main/res/drawable/eject_24px.xml	text	453	10	.xml	-	-
app/src/main/res/drawable/error_96px.xml	text	1064	10	.xml	-	-
app/src/main/res/drawable/exit_to_app_24px.xml	text	811	11	.xml	-	-
app/src/main/res/drawable/file_copy_24px.xml	text	925	10	.xml	-	-
app/src/main/res/drawable/file_open_24px.xml	text	769	10	.xml	-	-
app/src/main/res/drawable/folder_100px.xml	text	882	10	.xml	-	-
app/src/main/res/drawable/folder_24px.xml	text	880	10	.xml	-	-
app/src/main/res/drawable/folder_96px.xml	text	890	10	.xml	CRLF	-
app/src/main/res/drawable/free_palestine.xml	text	761	11	.xml	trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace,trailing-whitespace	-
app/src/main/res/drawable/fullscreen_24px.xml	text	549	10	.xml	-	-
app/src/main/res/drawable/gamepad.xml	text	914	10	.xml	CRLF	-
app/src/main/res/drawable/gpp_maybe_24px.xml	text	837	10	.xml	-	-
app/src/main/res/drawable/grid_view_24px.xml	text	781	10	.xml	-	-
app/src/main/res/drawable/groups_24px.xml	text	627	10	.xml	-	-
app/src/main/res/drawable/hard_disk_24px.xml	text	1173	10	.xml	CRLF	-
app/src/main/res/drawable/hard_drive_24px.xml	text	829	10	.xml	-	-
app/src/main/res/drawable/help_24px.xml	text	1348	11	.xml	-	-
app/src/main/res/drawable/highlight_mouse_cursor_24px.xml	text	809	10	.xml	-	-
app/src/main/res/drawable/home_24px.xml	text	556	10	.xml	-	-
app/src/main/res/drawable/home_filled_24px.xml	text	402	10	.xml	-	-
app/src/main/res/drawable/home_repair_service_24px.xml	text	1074	10	.xml	-	-
app/src/main/res/drawable/home_storage_24px.xml	text	951	10	.xml	-	-
app/src/main/res/drawable/home_storage_filled_24px.xml	text	869	10	.xml	-	-
app/src/main/res/drawable/host_24px.xml	text	1609	10	.xml	-	-
app/src/main/res/drawable/ic_alt.xml	text	2216	10	.xml	CRLF	-
app/src/main/res/drawable/ic_arrow_down.xml	text	464	8	.xml	CRLF	-
app/src/main/res/drawable/ic_arrow_left.xml	text	462	8	.xml	CRLF	-
app/src/main/res/drawable/ic_arrow_right.xml	text	464	8	.xml	CRLF	-
app/src/main/res/drawable/ic_arrow_up.xml	text	462	8	.xml	CRLF	-
app/src/main/res/drawable/ic_b.xml	text	1681	10	.xml	CRLF	-
app/src/main/res/drawable/ic_check_circle.xml	text	441	10	.xml	-	-
app/src/main/res/drawable/ic_cloud_download.xml	text	506	10	.xml	-	-
app/src/main/res/drawable/ic_computer_180dp_with_padding.xml	text	141	3	.xml	missing-final-newline	-
app/src/main/res/drawable/ic_copy.xml	text	448	5	.xml	CRLF	-
app/src/main/res/drawable/ic_ctrl.xml	text	1230	8	.xml	CRLF	-
app/src/main/res/drawable/ic_del.xml	text	1316	6	.xml	CRLF	-
app/src/main/res/drawable/ic_delete.xml	text	402	10	.xml	-	-
app/src/main/res/drawable/ic_discord.xml	text	1266	5	.xml	trailing-whitespace,trailing-whitespace	-
app/src/main/res/drawable/ic_download.xml	text	361	10	.xml	-	-
app/src/main/res/drawable/ic_enter.xml	text	507	5	.xml	CRLF	-
app/src/main/res/drawable/ic_esc.xml	text	1781	7	.xml	CRLF	-
app/src/main/res/drawable/ic_facebook.xml	text	560	7	.xml	CRLF	-
app/src/main/res/drawable/ic_github.xml	text	2030	22	.xml	-	-
app/src/main/res/drawable/ic_home_selector.xml	text	249	4	.xml	missing-final-newline	-
app/src/main/res/drawable/ic_home_storage_selector.xml	text	265	4	.xml	missing-final-newline	-
app/src/main/res/drawable/ic_instagram.xml	text	1630	22	.xml	-	-
app/src/main/res/drawable/ic_launcher_foreground.xml	text	1731	30	.xml	CRLF,missing-final-newline	-
app/src/main/res/drawable/ic_monitor_heart_selector.xml	text	267	4	.xml	missing-final-newline	-
app/src/main/res/drawable/ic_package_selector.xml	text	255	4	.xml	missing-final-newline	-
app/src/main/res/drawable/ic_qemu.xml	text	1993	5	.xml	CRLF	-
app/src/main/res/drawable/ic_telegram.xml	text	885	11	.xml	missing-final-newline	-
app/src/main/res/drawable/ic_windows.xml	text	953	7	.xml	CRLF	-
app/src/main/res/drawable/ic_youtube.xml	text	1178	22	.xml	-	-
app/src/main/res/drawable/info_24px.xml	text	1064	10	.xml	-	-
app/src/main/res/drawable/input_circle.xml	text	1108	10	.xml	CRLF	-
app/src/main/res/drawable/insert_text_24px.xml	text	955	10	.xml	-	-
app/src/main/res/drawable/keyboard_24px.xml	text	1283	10	.xml	-	-
app/src/main/res/drawable/keyboard_arrow_down_24px.xml	text	378	10	.xml	-	-
app/src/main/res/drawable/keyboard_arrow_right_24px.xml	text	410	11	.xml	-	-
app/src/main/res/drawable/keyboard_return_24px.xml	text	450	11	.xml	-	-
app/src/main/res/drawable/language_24px.xml	text	1637	10	.xml	-	-
app/src/main/res/drawable/left_click_24px.xml	text	607	10	.xml	-	-
app/src/main/res/drawable/left_click_btn.xml	text	1894	49	.xml	CRLF	-
app/src/main/res/drawable/manufacturing_24px.xml	text	2125	10	.xml	-	-
app/src/main/res/drawable/memory_alt_24px.xml	text	1147	10	.xml	-	-
app/src/main/res/drawable/middle_click_btn.xml	text	1636	46	.xml	CRLF	-
app/src/main/res/drawable/mobile_arrow_down_100px.xml	text	991	10	.xml	-	-
app/src/main/res/drawable/monitor_heart_24px.xml	text	1264	10	.xml	-	-
app/src/main/res/drawable/monitor_heart_filled_24px.xml	text	808	10	.xml	-	-
app/src/main/res/drawable/more_vert_24px.xml	text	780	10	.xml	-	-
app/src/main/res/drawable/mouse_buttons.xml	text	555	15	.xml	CRLF,missing-final-newline	-
app/src/main/res/drawable/notes_24px.xml	text	476	11	.xml	-	-
app/src/main/res/drawable/object_shape_bottom.xml	text	522	14	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_bottom_high.xml	text	515	14	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_bottom_on_surface.xml	text	513	14	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_bottom_tertiary.xml	text	523	14	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_inside_object_top.xml	text	513	14	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_middle.xml	text	357	10	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_middle_high.xml	text	350	10	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_middle_on_surface.xml	text	348	10	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_single.xml	text	358	10	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_single_high.xml	text	351	10	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_single_on_surface.xml	text	349	10	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_top.xml	text	522	14	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_top_high.xml	text	515	14	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_top_on_surface.xml	text	513	14	.xml	missing-final-newline	-
app/src/main/res/drawable/object_shape_top_tertiary.xml	text	523	14	.xml	missing-final-newline	-
app/src/main/res/drawable/open_in_full_24px.xml	text	770	10	.xml	-	-
app/src/main/res/drawable/open_in_new_24px.xml	text	727	11	.xml	-	-
app/src/main/res/drawable/outline_bug_report_24.xml	text	1181	10	.xml	CRLF	-
app/src/main/res/drawable/overview_24px.xml	text	1296	10	.xml	-	-
app/src/main/res/drawable/package_24px.xml	text	966	10	.xml	-	-
app/src/main/res/drawable/package_2_96px.xml	text	843	10	.xml	CRLF	-
app/src/main/res/drawable/package_filled_24px.xml	text	596	10	.xml	-	-
app/src/main/res/drawable/person_24.xml	text	1333	10	.xml	CRLF	-
app/src/main/res/drawable/photo_24px.xml	text	885	10	.xml	-	-
app/src/main/res/drawable/power_input_24px.xml	text	479	10	.xml	-	-
app/src/main/res/drawable/power_settings_new_24px.xml	text	732	10	.xml	CRLF	-
app/src/main/res/drawable/progress_activity_24px.xml	text	795	10	.xml	-	-
app/src/main/res/drawable/publish_24px.xml	text	611	10	.xml	-	-
app/src/main/res/drawable/refresh_24px.xml	text	646	10	.xml	-	-
app/src/main/res/drawable/right_click_btn.xml	text	1900	49	.xml	CRLF	-
app/src/main/res/drawable/round_add_24.xml	text	488	10	.xml	CRLF	-
app/src/main/res/drawable/round_aspect_ratio_24.xml	text	757	10	.xml	CRLF	-
app/src/main/res/drawable/round_build_24.xml	text	623	10	.xml	CRLF	-
app/src/main/res/drawable/round_computer_24.xml	text	597	10	.xml	CRLF	-
app/src/main/res/drawable/round_dark_mode_24.xml	text	565	10	.xml	CRLF	-
app/src/main/res/drawable/round_dns_24.xml	text	630	10	.xml	CRLF	-
app/src/main/res/drawable/round_edit_24.xml	text	583	10	.xml	CRLF	-
app/src/main/res/drawable/round_file_download_24.xml	text	585	10	.xml	CRLF	-
app/src/main/res/drawable/round_folder_24.xml	text	472	10	.xml	CRLF	-
app/src/main/res/drawable/round_games_24.xml	text	1006	10	.xml	CRLF	-
app/src/main/res/drawable/round_info_24.xml	text	502	10	.xml	CRLF	-
app/src/main/res/drawable/round_keyboard_24.xml	text	693	10	.xml	CRLF	-
app/src/main/res/drawable/round_language_24.xml	text	1239	10	.xml	CRLF	-
app/src/main/res/drawable/round_logout_24.xml	text	768	14	.xml	CRLF	-
app/src/main/res/drawable/round_memory_24.xml	text	983	10	.xml	CRLF	-
app/src/main/res/drawable/round_menu_24.xml	text	577	10	.xml	CRLF	-
app/src/main/res/drawable/round_mouse_24.xml	text	461	10	.xml	CRLF	-
app/src/main/res/drawable/round_settings_24.xml	text	1216	10	.xml	CRLF	-
app/src/main/res/drawable/round_shop_24.xml	text	626	10	.xml	CRLF	-
app/src/main/res/drawable/round_storage_24.xml	text	611	10	.xml	CRLF	-
app/src/main/res/drawable/round_terminal_24.xml	text	728	10	.xml	CRLF	-
app/src/main/res/drawable/round_update_24.xml	text	922	10	.xml	CRLF	-
app/src/main/res/drawable/round_volume_up_24.xml	text	804	11	.xml	CRLF	-
app/src/main/res/drawable/save_24px.xml	text	946	10	.xml	-	-
app/src/main/res/drawable/schedule_24px.xml	text	943	10	.xml	-	-
app/src/main/res/drawable/science_24px.xml	text	716	10	.xml	-	-
app/src/main/res/drawable/sd_card_24px.xml	text	888	10	.xml	-	-
app/src/main/res/drawable/search_96px.xml	text	679	10	.xml	-	-
app/src/main/res/drawable/select_all_24px.xml	text	1139	10	.xml	-	-
app/src/main/res/drawable/selected_session_background.xml	text	297	5	.xml	missing-final-newline	-
app/src/main/res/drawable/selected_session_background_black.xml	text	310	5	.xml	-	-
app/src/main/res/drawable/send_24px.xml	text	508	11	.xml	-	-
app/src/main/res/drawable/settings_24px.xml	text	1709	10	.xml	-	-
app/src/main/res/drawable/settings_backup_restore_24px.xml	text	929	11	.xml	-	-
app/src/main/res/drawable/shadow_24px.xml	text	771	10	.xml	-	-
app/src/main/res/drawable/show_chart_24px.xml	text	425	11	.xml	-	-
app/src/main/res/drawable/stop_24px.xml	text	444	10	.xml	-	-
app/src/main/res/drawable/switch_thumb_icon.xml	text	254	5	.xml	-	-
app/src/main/res/drawable/sync_alt_24px.xml	text	482	10	.xml	-	-
